"state","sector","source","year","bill.btu"
"south carolina","Transportation","All",1997,340719
"south carolina","Transportation","All",1996,326290
"south carolina","Transportation","All",1995,319020
"south carolina","Transportation","All",1994,318633
"south carolina","Transportation","All",1993,312138
"south carolina","Transportation","All",1992,306881
"south carolina","Transportation","All",1991,318063
"south carolina","Transportation","All",1990,308567
"south carolina","Transportation","All",1989,289638
"south carolina","Transportation","All",1988,298884
"south carolina","Transportation","All",1987,271519
"south carolina","Transportation","All",1986,274878
"south carolina","Transportation","All",1985,265568
"south carolina","Transportation","All",1984,263409
"south carolina","Transportation","All",1983,252017
"south carolina","Transportation","All",1982,246668
"south carolina","Transportation","All",1981,246357
"south carolina","Transportation","All",1980,248132
"south dakota","Transportation","All",2015,100139
"south dakota","Transportation","All",2014,99398
"south dakota","Transportation","All",2013,96310
"south dakota","Transportation","All",2012,99718
"south dakota","Transportation","All",2011,94249
"south dakota","Transportation","All",2010,94291
"south dakota","Transportation","All",2009,89695
"south dakota","Transportation","All",2008,87197
"south dakota","Transportation","All",2007,91910
"south dakota","Transportation","All",2006,88076
"south dakota","Transportation","All",2005,88242
"south dakota","Transportation","All",2004,86461
"south dakota","Transportation","All",2003,85179
"south dakota","Transportation","All",2002,90725
"south dakota","Transportation","All",2001,83197
"south dakota","Transportation","All",2000,84818
"south dakota","Transportation","All",1999,83306
"south dakota","Transportation","All",1998,80116
"south dakota","Transportation","All",1997,77541
"south dakota","Transportation","All",1996,79405
"south dakota","Transportation","All",1995,79937
"south dakota","Transportation","All",1994,78373
"south dakota","Transportation","All",1993,73376
"south dakota","Transportation","All",1992,72993
"south dakota","Transportation","All",1991,64087
"south dakota","Transportation","All",1990,65961
"south dakota","Transportation","All",1989,64771
"south dakota","Transportation","All",1988,64623
"south dakota","Transportation","All",1987,62356
"south dakota","Transportation","All",1986,60615
"south dakota","Transportation","All",1985,65547
"south dakota","Transportation","All",1984,61918
"south dakota","Transportation","All",1983,59941
"south dakota","Transportation","All",1982,61601
"south dakota","Transportation","All",1981,60031
"south dakota","Transportation","All",1980,63203
"tennessee","Transportation","All",2015,613700
"tennessee","Transportation","All",2014,611100
"tennessee","Transportation","All",2013,597203
"tennessee","Transportation","All",2012,596393
"tennessee","Transportation","All",2011,616180
"tennessee","Transportation","All",2010,616863
"tennessee","Transportation","All",2009,596817
"tennessee","Transportation","All",2008,612225
"tennessee","Transportation","All",2007,651559
"tennessee","Transportation","All",2006,648320
"tennessee","Transportation","All",2005,645316
"tennessee","Transportation","All",2004,630527
"tennessee","Transportation","All",2003,630090
"tennessee","Transportation","All",2002,614115
"tennessee","Transportation","All",2001,580758
"tennessee","Transportation","All",2000,583907
"tennessee","Transportation","All",1999,574765
"tennessee","Transportation","All",1998,557081
"tennessee","Transportation","All",1997,546744
"tennessee","Transportation","All",1996,542038
"tennessee","Transportation","All",1995,524734
"tennessee","Transportation","All",1994,500482
"tennessee","Transportation","All",1993,486116
"tennessee","Transportation","All",1992,460343
"tennessee","Transportation","All",1991,440683
"tennessee","Transportation","All",1990,466321
"tennessee","Transportation","All",1989,477731
"tennessee","Transportation","All",1988,466233
"tennessee","Transportation","All",1987,458225
"tennessee","Transportation","All",1986,465659
"tennessee","Transportation","All",1985,434199
"tennessee","Transportation","All",1984,426526
"tennessee","Transportation","All",1983,396070
"tennessee","Transportation","All",1982,398309
"tennessee","Transportation","All",1981,408735
"tennessee","Transportation","All",1980,408896
"texas","Transportation","All",2015,3150347
"texas","Transportation","All",2014,3075241
"texas","Transportation","All",2013,3069678
"texas","Transportation","All",2012,2789682
"texas","Transportation","All",2011,2773163
"texas","Transportation","All",2010,2754542
"texas","Transportation","All",2009,2694166
"texas","Transportation","All",2008,2802828
"texas","Transportation","All",2007,2884179
"texas","Transportation","All",2006,2853222
"texas","Transportation","All",2005,2723411
"texas","Transportation","All",2004,2699096
"texas","Transportation","All",2003,2671295
"texas","Transportation","All",2002,2771664
"texas","Transportation","All",2001,2677670
"texas","Transportation","All",2000,2566393
"texas","Transportation","All",1999,2512425
"texas","Transportation","All",1998,2526932
"texas","Transportation","All",1997,2404829
"texas","Transportation","All",1996,2340437
"texas","Transportation","All",1995,2168139
"texas","Transportation","All",1994,2200315
"texas","Transportation","All",1993,2138863
"texas","Transportation","All",1992,2149542
"texas","Transportation","All",1991,2103265
"texas","Transportation","All",1990,2155242
"texas","Transportation","All",1989,2150029
"texas","Transportation","All",1988,2146108
"texas","Transportation","All",1987,2032664
"texas","Transportation","All",1986,2073451
"texas","Transportation","All",1985,2027525
"texas","Transportation","All",1984,1960053
"texas","Transportation","All",1983,1880762
"texas","Transportation","All",1982,1883210
"texas","Transportation","All",1981,1826219
"texas","Transportation","All",1980,1802052
"utah","Transportation","All",2015,248465
"utah","Transportation","All",2014,247208
"utah","Transportation","All",2013,250656
"utah","Transportation","All",2012,240299
"utah","Transportation","All",2011,247516
"utah","Transportation","All",2010,231019
"utah","Transportation","All",2009,231873
"utah","Transportation","All",2008,240656
"utah","Transportation","All",2007,260156
"utah","Transportation","All",2006,260603
"utah","Transportation","All",2005,236915
"utah","Transportation","All",2004,232774
"utah","Transportation","All",2003,224049
"utah","Transportation","All",2002,220063
"utah","Transportation","All",2001,212555
"utah","Transportation","All",2000,221096
"utah","Transportation","All",1999,209271
"utah","Transportation","All",1998,202333
"utah","Transportation","All",1997,197854
"utah","Transportation","All",1996,189985
"utah","Transportation","All",1995,181562
"utah","Transportation","All",1994,167136
"utah","Transportation","All",1993,163882
"utah","Transportation","All",1992,157455
"utah","Transportation","All",1991,154513
"utah","Transportation","All",1990,148686
"utah","Transportation","All",1989,143100
"utah","Transportation","All",1988,151122
"utah","Transportation","All",1987,146203
"utah","Transportation","All",1986,141909
"utah","Transportation","All",1985,132132
"utah","Transportation","All",1984,128478
"utah","Transportation","All",1983,126099
"utah","Transportation","All",1982,121882
"utah","Transportation","All",1981,122808
"utah","Transportation","All",1980,126763
"vermont","Transportation","All",2015,49092
"vermont","Transportation","All",2014,48386
"vermont","Transportation","All",2013,49025
"vermont","Transportation","All",2012,48168
"vermont","Transportation","All",2011,49264
"vermont","Transportation","All",2010,50647
"vermont","Transportation","All",2009,52183
"vermont","Transportation","All",2008,50724
"vermont","Transportation","All",2007,53393
"vermont","Transportation","All",2006,54252
"vermont","Transportation","All",2005,54058
"vermont","Transportation","All",2004,53344
"vermont","Transportation","All",2003,51921
"vermont","Transportation","All",2002,51142
"vermont","Transportation","All",2001,51952
"vermont","Transportation","All",2000,51935
"vermont","Transportation","All",1999,52565
"vermont","Transportation","All",1998,50195
"vermont","Transportation","All",1997,50874
"vermont","Transportation","All",1996,51715
"vermont","Transportation","All",1995,49831
"vermont","Transportation","All",1994,47979
"vermont","Transportation","All",1993,47417
"vermont","Transportation","All",1992,44946
"vermont","Transportation","All",1991,42481
"vermont","Transportation","All",1990,42074
"vermont","Transportation","All",1989,42008
"vermont","Transportation","All",1988,44201
"vermont","Transportation","All",1987,42609
"vermont","Transportation","All",1986,37654
"vermont","Transportation","All",1985,36959
"vermont","Transportation","All",1984,36467
"vermont","Transportation","All",1983,34097
"vermont","Transportation","All",1982,31745
"vermont","Transportation","All",1981,34053
"vermont","Transportation","All",1980,33912
"virginia","Transportation","All",2015,696498
"virginia","Transportation","All",2014,718536
"virginia","Transportation","All",2013,731513
"virginia","Transportation","All",2012,729732
"virginia","Transportation","All",2011,698860
"virginia","Transportation","All",2010,725053
"virginia","Transportation","All",2009,728798
"virginia","Transportation","All",2008,750565
"virginia","Transportation","All",2007,807125
"virginia","Transportation","All",2006,804825
"virginia","Transportation","All",2005,782068
"virginia","Transportation","All",2004,770381
"virginia","Transportation","All",2003,716013
"virginia","Transportation","All",2002,689213
"virginia","Transportation","All",2001,685142
"virginia","Transportation","All",2000,683911
